word,length,freq,log_freq,concreteness,pos
thought,7,"174,954",12.072,1.97,VB|NN
else,4,"176,434",12.081,1.63,RB|JJ|NN
able,4,"176,528",12.081,2.38,JJ
keep,4,"183,906",12.122,2.37,VB|NN
power,5,"187,656",12.142,2.04,NN|VB
enough,6,"191,008",12.16,1.33,RB|JJ|NN
either,6,"192,195",12.166,1.81,minor|RB
actually,8,"196,457",12.188,1.37,RB
yes,3,"197,092",12.191,2.14,minor|NN
real,4,"197,763",12.195,2.5,JJ
though,6,"199,366",12.203,1.2,minor|RB
always,6,"200,870",12.21,1.71,RB
least,5,"201,524",12.214,2.36,JJ|RB|NN
probably,8,"205,006",12.231,1.73,RB
let,3,"206,685",12.239,2.26,VB|NN
believe,7,"208,406",12.247,1.55,VB
anything,8,"214,704",12.277,1.38,NN
put,3,"224,207",12.32,2.5,VB|NN
version,7,"224,831",12.323,1.7,NN
every,5,"230,149",12.346,2.28,minor|NN
however,7,"230,166",12.347,1.79,RB|minor
free,4,"244,067",12.405,2.04,JJ|NN|VB|RB
again,5,"249,680",12.428,2,RB
thanks,6,"253,766",12.444,2.15,NN|VB
without,7,"254,348",12.446,2.15,minor|NN|RB
great,5,"260,267",12.469,1.81,JJ|NN|RB
sure,4,"260,476",12.47,1.73,JJ|RB|NN
few,3,"264,493",12.486,2.48,JJ|NN|RB
around,6,"268,131",12.499,1.96,minor|RB
best,4,"269,708",12.505,1.6,JJ|RB
try,3,"272,681",12.516,2.22,VB|NN
might,5,"277,738",12.534,2.32,VB|NN
while,5,"284,228",12.558,1.55,minor|NN|VB|JJ
own,3,"284,270",12.558,1.96,JJ|VB
better,6,"284,711",12.559,1.91,JJ|RB|NN|VB
got,3,"301,021",12.615,1.93,VB
never,5,"303,028",12.622,1.59,RB|NN
each,4,"303,525",12.623,2.03,minor
must,4,"306,094",12.632,2.13,VB
since,5,"320,454",12.677,1.38,minor
before,6,"344,936",12.751,1.96,minor|RB|NN
why,3,"361,343",12.798,1.86,minor
being,5,"362,268",12.8,1.93,VB|NN
such,4,"371,015",12.824,1.48,JJ|NN|minor
did,3,"382,593",12.855,2.45,VB
too,3,"388,628",12.87,1.7,RB|NN
its,3,"388,805",12.871,1.9,minor
really,6,"398,246",12.895,1.44,RB
after,5,"414,103",12.934,2.12,minor
those,5,"415,648",12.938,2.32,minor|NN
need,4,"415,850",12.938,1.69,NN|VB
over,4,"452,595",13.023,2.46,minor|RB|NN
where,5,"454,613",13.027,1.66,minor
many,4,"474,923",13.071,2.37,JJ|NN|minor
much,4,"483,898",13.09,1.69,JJ|RB
way,3,"490,087",13.102,2.34,NN
most,4,"495,365",13.113,2.38,RB|JJ
because,7,"503,563",13.129,1.22,minor
want,4,"508,123",13.138,1.93,VB|NN
our,3,"524,609",13.17,1.97,minor
does,4,"525,612",13.172,2.24,VB
could,5,"544,756",13.208,1.34,VB
into,4,"563,310",13.242,2.3,minor
please,6,"580,704",13.272,1.64,VB|NN
very,4,"587,578",13.284,1.43,RB|JJ
these,5,"591,805",13.291,2.03,minor|NN
should,6,"594,293",13.295,1.53,VB
now,3,"599,476",13.304,1.48,RB|JJ|NN
good,4,"628,816",13.352,1.64,JJ|NN|RB
think,5,"652,944",13.389,2.41,VB|NN
were,4,"663,883",13.406,1.48,VB
than,4,"702,491",13.462,1.69,minor
then,4,"705,900",13.467,1.44,RB|JJ
been,4,"735,347",13.508,1.92,VB
how,3,"747,700",13.525,1.35,minor
had,3,"753,477",13.532,1.77,VB
also,4,"782,967",13.571,1.83,RB
know,4,"800,100",13.592,1.68,VB|NN
only,4,"828,014",13.627,2.41,RB|JJ|NN
other,5,"897,942",13.708,2.04,JJ|NN
who,3,"931,859",13.745,1.74,minor
when,4,"944,467",13.758,1.6,minor
get,3,"978,898",13.794,2.38,VB
which,5,"980,925",13.796,1.54,minor
just,4,"1,020,539",13.836,1.52,RB|JJ|NN
some,4,"1,042,740",13.857,2.48,minor|NN
like,4,"1,060,831",13.875,1.89,minor|VB|NN|JJ
more,4,"1,076,711",13.889,2.37,JJ|RB
any,3,"1,138,564",13.945,1.72,minor|RB
would,5,"1,278,502",14.061,1.12,VB
about,5,"1,307,019",14.083,1.77,minor|RB|JJ
there,5,"1,313,357",14.088,2.2,minor|RB
what,4,"1,325,779",14.098,2,minor
all,3,"1,699,638",14.346,2.27,minor|RB
your,4,"1,711,893",14.353,2.37,minor
from,4,"1,894,943",14.455,1.84,minor
was,3,"2,096,827",14.556,1.69,VB
but,3,"2,128,964",14.571,2.04,minor
not,3,"2,605,564",14.773,2.08,RB
are,3,"2,984,459",14.909,1.96,VB
have,4,"3,003,873",14.915,2.18,VB|NN
with,4,"3,184,846",14.974,2,minor|JJ
this,4,"3,251,989",14.995,2.14,minor|NN
for,3,"4,958,036",15.417,1.63,minor
that,4,"5,262,331",15.476,1.54,minor|NN
and,3,"10,715,411",16.187,1.52,minor
the,3,"23,099,033",16.955,1.43,minor
