word,length,freq,log_freq,concreteness,pos
killing,7,"23,335",10.058,3.43,VB|NN
birth,5,"23,367",10.059,4.46,NN
train,5,"23,376",10.059,4.79,NN|VB
tour,4,"23,493",10.064,3.38,NN|VB|minor
bear,4,"23,529",10.066,4.88,VB|NN
shoot,5,"23,531",10.066,3.97,VB|NN
ride,4,"23,593",10.069,3.75,NN|VB
utility,7,"23,656",10.071,3.07,NN
wind,4,"23,685",10.073,3.93,NN|VB
brother,7,"23,702",10.073,4.43,NN
links,5,"23,704",10.073,3.52,NN|VB
sitting,7,"23,789",10.077,3.76,VB|NN
tower,5,"23,842",10.079,4.76,NN|VB
horse,5,"23,855",10.08,5,NN|VB
funds,5,"23,862",10.08,4.17,NN|VB
domain,6,"23,877",10.081,3.4,NN|JJ
winter,6,"23,910",10.082,3.84,NN|VB
dollar,6,"23,916",10.082,4.93,NN
sample,6,"24,016",10.086,3.79,NN|VB
wood,4,"24,035",10.087,4.85,NN
county,6,"24,058",10.088,4.04,NN
slowly,6,"24,077",10.089,3.1,RB
weekend,7,"24,127",10.091,3.83,NN
classes,7,"24,190",10.094,3.74,NN|VB
foot,4,"24,212",10.095,4.9,NN|VB
solid,5,"24,264",10.097,4.42,JJ|NN|RB
slip,4,"24,291",10.098,4.1,NN|VB
virus,5,"24,356",10.101,3.48,NN
ward,4,"24,382",10.102,3.59,NN|VB
cast,4,"24,385",10.102,3.92,NN|VB
silver,6,"24,413",10.103,4.52,NN|VB|JJ
holding,7,"24,422",10.103,3.72,VB|NN
clock,5,"24,496",10.106,5,NN
Bible,5,"24,550",10.108,4.61,NN
perform,7,"24,590",10.11,3.07,VB
capital,7,"24,646",10.112,4.1,NN
scale,5,"24,681",10.114,4.39,NN|VB
demo,4,"24,690",10.114,3.66,NN|VB|JJ
monthly,7,"24,699",10.115,3.57,JJ|RB
beer,4,"24,708",10.115,4.88,NN
pin,3,"24,742",10.116,4.92,NN|VB
animal,6,"24,745",10.116,4.61,NN
lab,3,"24,767",10.117,4.69,NN
guitar,6,"24,781",10.118,4.9,NN
grow,4,"24,803",10.119,3.03,VB|NN
bell,4,"24,815",10.119,4.96,NN
poster,6,"24,836",10.12,4.66,NN
raise,5,"24,837",10.12,3.8,VB|NN
kit,3,"24,866",10.121,4.47,NN|VB
showing,7,"24,886",10.122,3.06,VB|NN
skin,4,"24,973",10.126,4.79,NN|VB
valley,6,"24,976",10.126,4.72,NN
brand,5,"25,019",10.127,3.29,NN|VB
liver,5,"25,025",10.128,4.68,NN
obtain,6,"25,096",10.13,3,VB
toy,3,"25,185",10.134,4.93,NN|VB
leaving,7,"25,217",10.135,3.25,VB|NN
adult,5,"25,223",10.136,4.4,NN|JJ
plant,5,"25,225",10.136,4.76,NN|VB
patch,5,"25,238",10.136,4.7,NN|VB
goblin,6,"25,243",10.136,4.38,NN
covered,7,"25,331",10.14,3.41,VB|JJ
league,6,"25,384",10.142,3.46,NN
traffic,7,"25,455",10.145,4.67,NN
gene,4,"25,570",10.149,3.59,NN
spam,4,"25,571",10.149,4.18,NN|VB
broken,6,"25,599",10.15,4.11,VB|JJ
sleep,5,"25,606",10.151,4.44,VB|NN
exit,4,"25,629",10.151,3.93,NN|VB
surface,7,"25,649",10.152,4.26,NN|VB
sit,3,"25,658",10.153,4.8,VB
loose,5,"25,759",10.157,3.18,JJ|VB|NN
Friday,6,"25,773",10.157,3.28,NN
gas,3,"25,773",10.157,4.29,NN
hole,4,"25,790",10.158,4.81,NN|VB
ahead,5,"25,862",10.161,3,RB|minor
map,3,"25,878",10.161,4.93,NN|VB
lady,4,"25,980",10.165,4.33,NN
paying,6,"26,011",10.166,3.64,VB
goal,4,"26,030",10.167,3.06,NN
sports,6,"26,037",10.167,3.79,NN|VB
dance,5,"26,125",10.171,4.32,NN|VB
spring,6,"26,152",10.172,3.89,NN|VB
turns,5,"26,163",10.172,3.41,VB|NN
stopped,7,"26,232",10.175,3.25,VB
Sunday,6,"26,241",10.175,3.32,NN
flat,4,"26,256",10.176,4.07,JJ|NN|RB
Jewish,6,"26,303",10.177,3.32,JJ|NN
plastic,7,"26,405",10.181,4.79,NN|JJ
fill,4,"26,443",10.183,3.32,VB|NN
planet,6,"26,589",10.188,4.58,NN
draw,4,"26,592",10.188,3.97,VB|NN
beach,5,"26,666",10.191,4.79,NN
upper,5,"26,757",10.195,3.37,JJ|RB
jump,4,"26,855",10.198,4.52,NN|VB
debate,6,"26,957",10.202,3.18,NN|VB
region,6,"27,072",10.206,3.19,NN
waste,5,"27,081",10.207,3.24,NN|VB|JJ
mirror,6,"27,107",10.208,4.97,NN|VB
serve,5,"27,117",10.208,3.78,VB
owner,5,"27,130",10.208,3.78,NN
floppy,6,"27,146",10.209,3.81,JJ|NN
fee,3,"27,166",10.21,3.89,NN
tree,4,"27,218",10.212,5,NN
river,5,"27,274",10.214,4.89,NN
remote,6,"27,308",10.215,3.44,JJ|NN
catalog,7,"27,375",10.217,4.68,NN
native,6,"27,377",10.217,3.03,JJ|NN
root,4,"27,384",10.218,4.34,NN|VB
Tony,4,"27,385",10.218,3.33,NN
battery,7,"27,473",10.221,4.67,NN
replace,7,"27,530",10.223,3,VB|NN
comics,6,"27,577",10.225,4.77,NN
closed,6,"27,658",10.228,3.37,VB|JJ
cup,3,"27,792",10.233,5,NN|VB
shop,4,"27,995",10.24,4.31,NN|VB
hurt,4,"28,018",10.241,3.61,VB
metal,5,"28,116",10.244,4.87,NN
judge,5,"28,177",10.246,3.75,NN|VB
pull,4,"28,190",10.247,3.97,VB|NN
signal,6,"28,245",10.249,3.86,NN|VB
stick,5,"28,279",10.25,4.59,NN|VB
throw,5,"28,289",10.25,4.04,VB|NN
heat,4,"28,372",10.253,3.79,NN|VB
trip,4,"28,399",10.254,3.71,NN|VB
June,4,"28,477",10.257,3.4,NN
flying,6,"28,484",10.257,4.1,VB|NN
menu,4,"28,562",10.26,4.67,NN
cache,5,"28,689",10.264,3.8,NN
battle,6,"28,733",10.266,4,NN|VB
deck,4,"28,755",10.267,4.77,NN|VB
hearing,7,"28,801",10.268,3.18,NN|VB
physics,7,"29,221",10.283,3.07,NN
journal,7,"29,244",10.283,4.63,NN
dragon,6,"29,320",10.286,4.39,NN
self,4,"29,333",10.286,3.1,NN
fat,3,"29,356",10.287,4.52,JJ|NN
bidder,6,"29,383",10.288,3.4,NN
fly,3,"29,393",10.289,4.64,VB|NN
nation,6,"29,567",10.294,3.62,NN
target,6,"29,601",10.296,4.11,NN|VB
echo,4,"29,638",10.297,3.64,NN|VB
minute,6,"29,713",10.299,3.04,NN
cross,5,"29,753",10.301,4.44,NN|VB
ass,3,"29,848",10.304,4.67,NN|VB
bet,3,"29,909",10.306,3.1,NN|VB
budget,6,"29,992",10.309,3.14,NN|VB
salary,6,"30,091",10.312,3.69,NN
trek,4,"30,117",10.313,3.31,NN|VB
flight,6,"30,145",10.314,3.9,NN
drugs,5,"30,191",10.315,4.63,NN|VB
discuss,7,"30,217",10.316,3.17,VB
bunch,5,"30,310",10.319,3.5,NN|VB
button,6,"30,330",10.32,4.96,NN|VB
pack,4,"30,418",10.323,3.83,VB|NN
payment,7,"30,487",10.325,3.91,NN
union,5,"30,591",10.328,3.38,NN
fish,4,"30,614",10.329,5,NN|VB
stage,5,"30,645",10.33,4.64,NN|VB
moon,4,"30,689",10.332,4.9,NN|VB
opening,7,"30,736",10.333,3.79,NN|VB
ran,3,"30,986",10.341,3.82,VB
leading,7,"31,038",10.343,3.14,VB|JJ
wear,4,"31,161",10.347,3.61,VB|NN
episode,7,"31,294",10.351,3.22,NN
bed,3,"31,345",10.353,5,NN|VB
hill,4,"31,346",10.353,4.93,NN
frame,5,"31,447",10.356,4.3,NN|VB
Jack,4,"31,462",10.357,4.3,NN|VB
forum,5,"31,556",10.36,4,NN
bar,3,"31,561",10.36,4.67,NN|VB
doctor,6,"31,917",10.371,4.69,NN|VB
scene,5,"31,918",10.371,3.93,NN
bug,3,"32,226",10.381,5,NN|VB
index,5,"32,443",10.387,3.43,NN|VB
dogs,4,"32,637",10.393,5,NN|VB
arms,4,"32,708",10.395,4.97,NN|VB
leader,6,"32,758",10.397,3.89,NN
heavy,5,"32,826",10.399,3.37,JJ|NN|RB
bay,3,"32,845",10.4,4.81,NN|VB
stone,5,"33,008",10.405,4.72,NN|VB
walk,4,"33,093",10.407,4.07,NN|VB
beat,4,"33,104",10.407,3.97,VB|NN
spent,5,"33,152",10.409,3,VB|JJ
safe,4,"33,169",10.409,3.41,JJ|NN
string,6,"33,204",10.41,4.76,NN|VB
block,5,"33,257",10.412,4.48,NN|VB
script,6,"33,261",10.412,4.72,NN
tool,4,"33,286",10.413,4.6,NN
sat,3,"33,312",10.414,3.88,VB
China,5,"33,442",10.418,4.79,NN
hall,4,"33,443",10.418,4.67,NN
crime,5,"33,496",10.419,3.03,NN
mass,4,"33,835",10.429,3.44,NN|JJ|VB
kernel,6,"33,865",10.43,4.21,NN|VB
listen,6,"33,915",10.432,3.47,VB|NN
weight,6,"33,958",10.433,3.94,NN|VB
army,4,"34,024",10.435,4.7,NN
quote,5,"34,045",10.435,3.32,NN|VB
audio,5,"34,061",10.436,3.5,JJ|NN
mouth,5,"34,157",10.439,4.74,NN
reach,5,"34,160",10.439,3.7,VB|NN
count,5,"34,402",10.446,3,NN|VB
summer,6,"34,481",10.448,3.64,NN|JJ
firm,4,"34,530",10.45,3.54,NN|JJ
produce,7,"34,576",10.451,3.31,VB
entry,5,"34,588",10.451,3.62,NN
flame,5,"34,637",10.453,4.67,NN|VB
oil,3,"34,785",10.457,4.93,NN
touch,5,"34,803",10.457,3.86,NN|VB
cold,4,"34,854",10.459,3.85,JJ|NN
primer,6,"35,025",10.464,3.82,NN
match,5,"35,069",10.465,4.14,NN|VB
item,4,"35,168",10.468,4.41,NN
born,4,"35,181",10.468,3.22,VB|JJ
host,4,"35,396",10.474,3.63,NN|VB
chip,4,"35,544",10.479,4.71,NN|VB
eat,3,"35,550",10.479,4.44,VB|NN
giant,5,"35,553",10.479,4.3,NN|JJ
active,6,"35,565",10.479,3.32,JJ
miles,5,"35,566",10.479,3.61,NN
floor,5,"35,635",10.481,4.8,NN|VB
January,7,"35,672",10.482,3.13,NN
bus,3,"35,778",10.485,4.9,NN|VB
baby,4,"35,810",10.486,5,NN|VB
income,6,"35,824",10.486,3.07,NN
supply,6,"36,137",10.495,3.43,NN|VB
clean,5,"36,257",10.498,3.07,JJ|VB|RB
morning,7,"36,262",10.499,3.44,NN
enter,5,"36,407",10.503,3.12,VB
speech,6,"36,422",10.503,3.37,NN
pain,4,"36,596",10.508,3.5,NN|VB
carry,5,"36,637",10.509,4.04,VB|NN
moving,6,"36,725",10.511,3.82,VB|NN|JJ
sea,3,"36,736",10.512,4.79,NN
April,5,"36,958",10.518,3.33,NN
older,5,"37,078",10.521,3.19,JJ
town,4,"37,149",10.523,4.64,NN
shell,5,"37,174",10.523,4.8,NN|VB
drug,4,"37,439",10.53,4.48,NN|VB
fan,3,"37,452",10.531,4.71,NN|VB
season,6,"37,562",10.534,3.32,NN
finger,6,"37,566",10.534,5,NN|VB
meeting,7,"37,663",10.536,3.31,NN|VB
Martin,6,"37,729",10.538,3.48,NN
mouse,5,"37,838",10.541,4.83,NN
edge,4,"37,877",10.542,4.24,NN|VB
lord,4,"38,009",10.546,3.04,NN|VB
father,6,"38,034",10.546,4.52,NN|VB
ice,3,"38,056",10.547,4.89,NN|VB
station,7,"38,106",10.548,4.32,NN|VB
huge,4,"38,161",10.55,3.54,JJ|NN
ball,4,"38,502",10.558,5,NN
cat,3,"38,649",10.562,4.86,NN
seeing,6,"38,729",10.564,3.48,VB|NN
wife,4,"38,746",10.565,4.13,NN
ten,3,"39,037",10.572,3.39,minor|NN
link,4,"39,054",10.573,3.43,NN|VB
switch,6,"39,074",10.573,4.07,NN|VB
daily,5,"39,093",10.574,3.15,JJ|NN|RB
Japan,5,"39,230",10.577,4.82,NN
setup,5,"39,265",10.578,3.5,NN|VB
sign,4,"39,389",10.581,4.62,NN|VB
bank,4,"39,506",10.584,4.78,NN|VB
cash,4,"39,508",10.584,4.48,NN|VB
engine,6,"39,577",10.586,4.86,NN
album,5,"39,796",10.592,4.69,NN
built,5,"39,879",10.594,3.5,VB
channel,7,"40,054",10.598,4.18,NN|VB
testing,7,"40,153",10.6,3.43,NN|VB
fight,5,"40,281",10.604,4.2,NN|VB
volume,6,"40,289",10.604,3.07,NN
girl,4,"40,340",10.605,4.85,NN
printer,7,"40,620",10.612,4.67,NN|JJ
load,4,"40,668",10.613,3.63,NN|VB
staff,5,"41,035",10.622,4.36,NN|VB
eye,3,"41,052",10.623,4.9,NN|VB
comment,7,"41,761",10.64,3.29,NN|VB
cable,5,"41,840",10.642,4.74,NN|VB
degree,6,"42,088",10.648,3,NN
mother,6,"42,113",10.648,4.6,NN
brown,5,"42,129",10.648,4.48,JJ|NN|VB
shot,4,"42,214",10.651,4.44,NN|VB
double,6,"42,366",10.654,3.37,JJ|VB|NN|RB
damage,6,"42,588",10.659,3.2,NN|VB
hair,4,"42,603",10.66,4.97,NN
unit,4,"42,634",10.66,3.77,NN
deep,4,"42,695",10.662,3.38,JJ|NN
boy,3,"42,823",10.665,4.76,NN
female,6,"43,053",10.67,4.57,JJ|NN
gopher,6,"43,351",10.677,4.67,NN|VB
stock,5,"43,376",10.678,4.19,NN|VB
bottom,6,"43,483",10.68,4.25,NN|VB|JJ
edition,7,"43,542",10.681,3.21,NN
six,3,"43,679",10.685,3.43,minor|NN
slow,4,"43,719",10.686,3.28,JJ|VB|NN
path,4,"43,722",10.686,4.41,NN
boot,4,"43,868",10.689,4.96,NN|VB
visit,5,"43,874",10.689,3.92,NN|VB
remove,6,"43,954",10.691,3.14,VB
step,4,"43,956",10.691,4.54,NN|VB
son,3,"43,980",10.691,4.14,NN
ring,4,"44,167",10.696,4.81,NN|VB
rock,4,"44,285",10.698,4.91,NN|VB
island,6,"44,872",10.712,4.96,NN
middle,6,"45,179",10.718,3.69,NN|JJ
editor,6,"45,222",10.719,4.25,NN
pick,4,"45,297",10.721,3.82,VB|NN
van,3,"45,556",10.727,4.72,NN
track,5,"45,579",10.727,4.31,NN|VB
smith,5,"45,658",10.729,3.81,NN
heart,5,"45,783",10.732,4.52,NN|VB
monitor,7,"45,909",10.734,3.65,NN|VB
tech,4,"45,962",10.736,3.03,NN
travel,6,"45,977",10.736,3.67,NN|VB
attack,6,"46,040",10.737,3.71,NN|VB
fall,4,"46,059",10.738,4.04,NN|VB
piece,5,"46,129",10.739,4.14,NN|VB
notice,6,"46,178",10.74,3.3,NN|VB
digital,7,"46,328",10.744,3.63,NN|JJ
race,4,"46,405",10.745,3.59,NN|VB
park,4,"46,460",10.746,4.74,NN|VB
appear,6,"46,487",10.747,3.13,VB
handle,6,"46,491",10.747,4.57,VB|NN
picture,7,"46,520",10.748,4.52,NN|VB
hour,4,"46,820",10.754,3.1,NN
round,5,"47,080",10.76,3.9,JJ|NN|VB
gun,3,"47,274",10.764,4.83,NN|VB
drop,4,"47,322",10.765,4.21,NN|VB
build,5,"47,708",10.773,3.71,VB|NN
break,5,"47,766",10.774,3.71,VB|NN
police,6,"48,000",10.779,4.79,NN|VB
meet,4,"48,215",10.783,3,VB|NN
stand,5,"48,716",10.794,4.16,VB|NN
ground,6,"48,767",10.795,4.77,NN|VB
lead,4,"48,779",10.795,4.1,VB|NN
display,7,"48,971",10.799,3.86,NN|VB
church,6,"49,074",10.801,4.9,NN
east,4,"49,098",10.802,3.04,NN|JJ|RB
device,6,"49,124",10.802,3.97,NN
band,4,"49,179",10.803,4.68,NN|VB
accept,6,"49,430",10.808,3.03,VB
cool,4,"49,548",10.811,3.53,JJ|VB|NN
install,7,"49,667",10.813,3.19,VB
kids,4,"49,811",10.816,4.61,NN|VB
manual,6,"49,825",10.816,4.45,JJ|NN
warp,4,"50,145",10.823,3.07,NN|VB
felt,4,"50,231",10.824,3.04,VB|NN|JJ
length,6,"50,773",10.835,4.07,NN
study,5,"50,899",10.838,3.7,NN|VB
turned,6,"51,056",10.841,3.38,VB|JJ
ship,4,"51,299",10.845,4.87,NN|VB
hot,3,"51,546",10.85,4.31,JJ|VB
blood,5,"51,801",10.855,4.86,NN
suite,5,"52,330",10.865,4.16,NN
object,6,"52,354",10.866,3.66,NN
king,4,"52,583",10.87,4.1,NN
film,4,"52,691",10.872,4.71,NN|VB
medical,7,"53,004",10.878,3.07,JJ|NN
gold,4,"53,067",10.879,4.81,NN|JJ
store,5,"53,126",10.88,4.5,NN|VB
guide,5,"53,202",10.882,3.7,NN|VB
author,6,"53,382",10.885,4.26,NN|VB
folks,5,"53,604",10.889,3.52,NN
speak,5,"53,714",10.891,3.7,VB|NN
period,6,"53,751",10.892,3.31,NN
door,4,"53,813",10.893,4.81,NN
brain,5,"54,113",10.899,4.69,NN
window,6,"54,926",10.914,4.86,NN
table,5,"56,081",10.935,4.9,NN|VB
student,7,"56,461",10.941,4.92,NN
figure,6,"56,510",10.942,3.63,NN|VB
himself,7,"56,572",10.943,3.5,minor
watch,5,"56,974",10.95,4.61,VB|NN
thread,6,"57,162",10.954,4.83,NN|VB
court,5,"57,767",10.964,4.31,NN|VB
media,5,"58,004",10.968,3.57,NN
eyes,4,"58,027",10.969,4.85,NN|VB
vote,4,"58,103",10.97,3.85,NN|VB
range,5,"58,184",10.971,3.22,NN|VB
player,6,"58,218",10.972,4.15,NN
letter,6,"58,299",10.973,4.7,NN
dog,3,"58,314",10.974,4.85,NN|VB
third,5,"58,366",10.974,3.44,JJ|NN|RB
follow,6,"58,490",10.977,3.26,VB
male,4,"58,587",10.978,4.45,JJ|NN
energy,6,"58,596",10.978,3.11,NN
base,4,"59,143",10.988,3.86,NN|VB
food,4,"59,724",10.997,4.8,NN
manager,7,"59,800",10.999,4.14,NN
song,4,"59,801",10.999,4.46,NN
account,7,"60,958",11.018,3.08,NN|VB
tape,4,"61,126",11.021,4.9,NN|VB
movie,5,"61,248",11.023,4.59,NN
earth,5,"61,680",11.03,4.8,NN|VB
print,5,"61,833",11.032,4.17,NN|VB
record,6,"61,996",11.035,4.15,NN
port,4,"62,053",11.036,4.41,NN|VB
tax,3,"62,254",11.039,3.89,NN|VB
across,6,"62,336",11.04,3.07,minor
Tom,3,"62,374",11.041,3.96,NN
art,3,"62,513",11.043,4.17,NN
five,4,"62,706",11.046,3.87,minor|NN
fire,4,"62,707",11.046,4.68,NN|VB
package,7,"62,783",11.047,4.72,NN
west,4,"62,838",11.048,3.44,NN|JJ|RB
clone,5,"62,986",11.051,4.34,NN|VB
plan,4,"63,172",11.054,3.4,NN|VB
club,4,"63,264",11.055,3.78,NN|VB
wide,4,"63,297",11.056,3.06,JJ|RB|NN
image,5,"63,630",11.061,3.85,NN|VB
inside,6,"63,772",11.063,3.67,minor|NN|JJ
bob,3,"63,942",11.066,3.68,NN|VB
member,6,"63,948",11.066,3.07,NN
paper,5,"64,005",11.067,4.93,NN|VB
cover,5,"64,134",11.069,4.23,VB|NN
hit,3,"64,135",11.069,4.11,VB
child,5,"64,729",11.078,4.78,NN
behind,6,"64,875",11.08,3.48,minor|NN
present,7,"65,134",11.084,3.39,JJ|NN|RB
sex,3,"65,480",11.09,4.1,NN|VB
ram,3,"65,790",11.094,4.55,NN|VB
apple,5,"65,844",11.095,5,NN
south,5,"66,282",11.102,3.84,NN|RB|JJ
woman,5,"66,489",11.105,4.46,NN
Peter,5,"66,538",11.106,3.68,NN|VB
road,4,"66,722",11.108,4.75,NN
model,5,"66,839",11.11,4.53,NN|VB
young,5,"66,849",11.11,3.16,JJ|NN
mailing,7,"67,766",11.124,3.63,NN|VB
die,3,"67,931",11.126,3.07,VB|NN
client,6,"68,130",11.129,3.9,NN
outside,7,"68,404",11.133,4.25,minor|NN|JJ|RB
party,5,"68,745",11.138,3.89,NN|VB
driver,6,"69,007",11.142,4.71,NN
strong,6,"69,234",11.145,3.14,JJ|RB|NN
lots,4,"70,143",11.158,3.3,NN
auction,7,"70,714",11.166,3.93,NN|VB
kill,4,"70,815",11.168,3.9,VB|NN
hold,4,"71,050",11.171,3.68,VB|NN
dark,4,"71,249",11.174,4.29,JJ|NN|RB
half,4,"71,926",11.183,3.27,NN|minor|VB
radio,5,"71,946",11.184,4.74,NN|VB
dead,4,"72,864",11.196,4.07,JJ|NN|RB
writing,7,"73,085",11.199,3.7,VB|NN
sun,3,"74,083",11.213,4.83,NN|VB
march,5,"74,695",11.221,4.03,NN|VB
screen,6,"74,698",11.221,4.6,NN|VB
color,5,"74,865",11.223,4.08,NN|VB
view,4,"75,014",11.225,3.21,NN|VB
land,4,"75,075",11.226,4.57,NN|VB
force,5,"75,365",11.23,3,NN|VB
living,6,"75,436",11.231,3.04,VB|NN|JJ
street,6,"76,139",11.24,4.75,NN
month,5,"76,300",11.242,4.2,NN
trade,5,"76,384",11.244,3.08,NN|VB
release,7,"76,651",11.247,3.24,NN|VB
fast,4,"77,003",11.252,3.32,RB|JJ
north,5,"77,220",11.254,4.14,NN|RB|JJ
sell,4,"77,273",11.255,3.35,VB|NN
clear,5,"77,302",11.255,3.55,JJ|VB|RB
face,4,"77,706",11.261,4.87,NN|VB
death,5,"77,796",11.262,3.73,NN
college,7,"77,818",11.262,4.62,NN|VB
front,5,"77,889",11.263,3.77,NN|JJ|VB
press,5,"77,897",11.263,3.9,NN|VB
search,6,"78,523",11.271,3,NN|VB
talking,7,"78,552",11.272,3.72,VB|NN
rest,4,"78,610",11.272,3.03,NN|VB
sort,4,"78,952",11.277,3.34,NN|VB
board,5,"79,617",11.285,4.57,NN|VB
field,5,"79,920",11.289,4.26,NN|VB
title,5,"79,977",11.289,3.32,NN
move,4,"80,091",11.291,3.25,VB|NN
resume,6,"80,442",11.295,4,VB
friend,6,"81,053",11.303,3.07,NN
air,3,"81,115",11.304,4.11,NN|VB
star,4,"81,633",11.31,4.69,NN|VB
voice,5,"81,827",11.312,4.13,NN|VB
Mike,4,"82,468",11.32,4.65,NN
deal,4,"83,766",11.336,3.1,NN|VB
guy,3,"84,152",11.34,4.68,NN
mint,4,"84,435",11.344,4.54,NN|VB
close,5,"84,927",11.35,3.2,VB
room,4,"85,138",11.352,4.79,NN|VB
four,4,"85,200",11.353,3.37,minor|NN
low,3,"86,110",11.363,3.34,JJ|NN|RB|VB
car,3,"86,253",11.365,4.89,NN
saw,3,"87,044",11.374,4.46,VB|NN
center,6,"87,347",11.378,3.85,NN|VB
office,6,"88,401",11.39,4.93,NN
family,6,"88,710",11.393,4.23,NN
blue,4,"89,005",11.396,3.76,JJ|NN
mine,4,"89,230",11.399,3.56,NN|VB|minor
project,7,"89,569",11.403,3.62,NN
turn,4,"89,685",11.404,3.44,VB|NN
hear,4,"90,309",11.411,3.66,VB|NN
below,5,"90,658",11.415,3.45,minor|NN
green,5,"90,773",11.416,4.07,JJ|NN|VB
report,6,"90,838",11.417,3.92,NN|VB
speed,5,"91,193",11.421,3.62,NN|VB
talk,4,"91,547",11.425,4.07,VB|NN
wall,4,"91,869",11.428,4.86,NN|VB
couple,6,"93,448",11.445,3.93,NN|JJ|VB
class,5,"94,260",11.454,3.85,NN|VB
single,6,"94,811",11.46,3.27,JJ|NN|RB|VB
section,7,"94,926",11.461,3.24,NN|VB
sale,4,"95,391",11.466,3.37,NN
short,5,"95,521",11.467,3.61,JJ|NN|RB|VB
thank,5,"95,706",11.469,3,VB|NN
key,3,"95,993",11.472,4.89,JJ|NN|VB
stop,4,"96,586",11.478,3.68,VB|NN
light,5,"96,805",11.48,4.21,NN|VB
story,5,"96,953",11.482,3.3,NN
night,5,"97,524",11.488,4.52,NN
men,3,"98,321",11.496,4.75,NN
market,6,"98,850",11.501,4.7,NN|VB
cut,3,"99,104",11.504,4.55,VB|NN
plus,4,"99,584",11.509,3,minor
due,3,"100,775",11.521,3.21,JJ|NN|minor
city,4,"102,007",11.533,4.79,NN
product,7,"102,292",11.536,4.17,NN
reading,7,"102,706",11.54,3.71,NN|VB
pub,3,"102,709",11.54,4.71,NN
written,7,"103,440",11.547,4.04,VB|JJ
mark,4,"103,559",11.548,4.21,NN|VB
red,3,"103,819",11.55,4.24,JJ|NN
house,5,"104,153",11.554,5,NN
water,5,"105,961",11.571,5,NN|VB
country,7,"106,711",11.578,4.17,NN
size,4,"107,005",11.581,3.13,NN|VB
disk,4,"108,080",11.591,4.8,NN
team,4,"108,529",11.595,3.79,NN|VB
head,4,"109,089",11.6,4.75,NN|VB
war,3,"109,438",11.603,3.63,NN|VB
week,4,"109,477",11.603,3.48,NN
video,5,"110,183",11.61,4.67,NN|VB
matter,6,"110,274",11.611,3.54,NN|VB
design,6,"110,689",11.614,3.27,NN|VB
side,4,"112,408",11.63,3.68,NN|VB|JJ
library,7,"113,025",11.635,4.8,NN
space,5,"113,076",11.636,3.54,NN|VB
add,3,"113,856",11.643,3,VB
body,4,"116,235",11.663,4.79,NN
top,3,"116,571",11.666,3.93,JJ|NN|VB|RB
bill,4,"116,919",11.669,4.68,NN|VB
net,3,"117,269",11.672,4.53,JJ|NN|VB
form,4,"118,268",11.681,3.13,NN|VB
user,4,"118,645",11.684,3.16,NN|JJ
school,6,"119,951",11.695,4.79,NN|VB
whole,5,"120,697",11.701,3.25,JJ|NN
machine,7,"121,109",11.704,4.25,NN|VB
sound,5,"122,381",11.715,3.7,NN|VB|JJ
text,4,"124,115",11.729,4.93,NN
test,4,"124,267",11.73,3.93,NN|VB
hand,4,"124,848",11.735,4.72,NN|VB
copy,4,"126,341",11.747,3.9,NN|VB
live,4,"128,442",11.763,3.57,VB
posting,7,"130,213",11.777,3,VB|NN
buy,3,"130,387",11.778,3.35,VB|NN
note,4,"131,657",11.788,4.61,NN|VB
left,4,"132,017",11.791,3.7,VB|NN|JJ
write,5,"132,648",11.795,4.22,VB
pay,3,"133,802",11.804,3.54,VB|NN
posted,6,"133,985",11.805,3.48,VB
large,5,"134,354",11.808,3.37,JJ|RB|NN
music,5,"134,404",11.809,4.31,NN
working,7,"134,669",11.811,3.48,VB|NN|JJ
subject,7,"135,945",11.82,3.14,NN|JJ
date,4,"136,274",11.822,3.9,NN|VB
word,4,"138,155",11.836,3.56,NN
example,7,"139,009",11.842,3.03,NN
works,5,"139,173",11.843,3.79,NN|VB
local,5,"139,852",11.848,3.04,JJ|NN
web,3,"140,289",11.851,4.37,NN
stuff,5,"140,706",11.854,3.13,NN|VB
phone,5,"141,619",11.861,4.86,NN|VB
contact,7,"141,845",11.862,3.86,NN|VB
open,4,"145,040",11.885,3.21,JJ|VB|NN|RB
running,7,"145,182",11.886,4.27,VB|NN
network,7,"145,633",11.889,3.2,NN|VB
code,4,"148,173",11.906,3,NN|VB
site,4,"148,790",11.91,4.56,NN|VB
news,4,"149,044",11.912,3.41,NN
play,4,"149,546",11.915,3.24,VB|NN
white,5,"149,742",11.917,3.89,JJ|NN
second,6,"150,377",11.921,3.3,JJ|NN|RB|VB
job,3,"152,135",11.933,3.19,NN|VB
current,7,"152,300",11.934,3.16,JJ|NN
price,5,"153,716",11.943,3.63,NN|VB
full,4,"155,605",11.955,3.59,JJ|RB
company,7,"156,262",11.959,4.11,NN
page,4,"157,108",11.965,4.9,NN|VB
type,4,"157,464",11.967,3.3,NN|VB
days,4,"158,630",11.974,3.36,NN
small,5,"158,742",11.975,3.22,JJ|NN
bit,3,"159,206",11.978,3.27,NN|VB
area,4,"160,430",11.986,3.72,NN
black,5,"160,756",11.988,3.76,JJ|NN|VB
server,6,"163,334",12.004,4.55,NN
three,5,"165,169",12.015,3.62,minor|NN
person,6,"167,439",12.028,4.72,NN
check,5,"170,581",12.047,4.11,VB|NN
several,7,"170,923",12.049,3,JJ|RB
box,3,"171,530",12.053,4.9,NN|VB
